concept:name,case:concept:name,case:AMOUNT_REQ,StartTime,StartRes,CompleteTime,CompleteRes,Duration,activity_pre,activity,activity_verb,activity_dec,pre_activity,rank_result,result,TimeDiff
A_SUBMITTED,183366,32000,2011-11-09 10:17:46,112,2011-11-09 10:17:46,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PREACCEPTED,183366,32000,2011-11-09 11:05:23,10880,2011-11-09 11:05:23,10880,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,2857.0
A_ACCEPTED,183366,32000,2011-11-09 11:18:58,11189,2011-11-09 11:18:58,11189,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,815.0
A_FINALIZED,183366,32000,2011-11-09 11:22:34,11189,2011-11-09 11:22:34,11189,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,216.0
A_ACTIVATED,183366,32000,2011-11-22 11:32:02,10138,2011-11-22 11:32:02,10138,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,1123768.0
A_APPROVED,183366,32000,2011-11-22 11:32:02,10138,2011-11-22 11:32:02,10138,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,1123768.0
A_SUBMITTED,183408,20000,2011-11-09 12:13:53,112,2011-11-09 12:13:53,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PARTLYSUBMITTED,183408,20000,2011-11-09 12:13:55,112,2011-11-09 12:13:55,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,2.0
A_PREACCEPTED,183408,20000,2011-11-09 12:14:50,112,2011-11-09 12:14:50,112,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,55.0
A_ACCEPTED,183408,20000,2011-11-09 12:20:28,11189,2011-11-09 12:20:28,11189,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,338.0
A_FINALIZED,183408,20000,2011-11-09 12:23:24,11189,2011-11-09 12:23:24,11189,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,176.0
A_ACTIVATED,183408,20000,2011-11-23 10:12:03,10809,2011-11-23 10:12:03,10809,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,1201719.0
A_APPROVED,183408,20000,2011-11-23 10:12:03,10809,2011-11-23 10:12:03,10809,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,1201719.0
A_SUBMITTED,183432,20000,2011-11-09 13:17:58,112,2011-11-09 13:17:58,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PARTLYSUBMITTED,183432,20000,2011-11-09 13:17:59,112,2011-11-09 13:17:59,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,1.0
A_PREACCEPTED,183432,20000,2011-11-09 13:18:53,112,2011-11-09 13:18:53,112,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,54.0
A_ACCEPTED,183432,20000,2011-11-09 14:56:58,10861,2011-11-09 14:56:58,10861,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,5885.0
A_FINALIZED,183432,20000,2011-11-09 14:59:32,10861,2011-11-09 14:59:32,10861,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,154.0
A_ACTIVATED,183432,20000,2011-11-28 11:03:16,10138,2011-11-28 11:03:16,10138,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,1627424.0
A_APPROVED,183432,20000,2011-11-28 11:03:16,10138,2011-11-28 11:03:16,10138,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,1627424.0
A_SUBMITTED,183438,29000,2011-11-09 13:26:10,112,2011-11-09 13:26:10,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PARTLYSUBMITTED,183438,29000,2011-11-09 13:26:11,112,2011-11-09 13:26:11,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,1.0
A_PREACCEPTED,183438,29000,2011-11-09 13:27:02,112,2011-11-09 13:27:02,112,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,51.0
A_ACCEPTED,183438,29000,2011-11-09 13:43:49,10629,2011-11-09 13:43:49,10629,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,1007.0
A_FINALIZED,183438,29000,2011-11-09 13:44:23,10629,2011-11-09 13:44:23,10629,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,34.0
A_ACTIVATED,183438,29000,2011-11-09 13:49:35,10629,2011-11-09 13:49:35,10629,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,312.0
A_APPROVED,183438,29000,2011-11-09 13:49:35,10629,2011-11-09 13:49:35,10629,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,312.0
A_SUBMITTED,183459,40000,2011-11-09 14:15:46,112,2011-11-09 14:15:46,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PARTLYSUBMITTED,183459,40000,2011-11-09 14:15:47,112,2011-11-09 14:15:47,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,1.0
A_PREACCEPTED,183459,40000,2011-11-09 14:33:56,10861,2011-11-09 14:33:56,10861,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,1089.0
A_ACCEPTED,183459,40000,2011-11-09 16:28:44,11169,2011-11-09 16:28:44,11169,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,6888.0
A_FINALIZED,183459,40000,2011-11-09 16:32:33,11169,2011-11-09 16:32:33,11169,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,229.0
A_ACTIVATED,183459,40000,2011-11-29 15:25:26,10972,2011-11-29 15:25:26,10972,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,1723973.0
A_APPROVED,183459,40000,2011-11-29 15:25:26,10972,2011-11-29 15:25:26,10972,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,1723973.0
A_PARTLYSUBMITTED,183471,25000,2011-11-09 14:31:40,112,2011-11-09 14:31:40,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,0.0
A_SUBMITTED,183471,25000,2011-11-09 14:31:40,112,2011-11-09 14:31:40,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PREACCEPTED,183471,25000,2011-11-09 14:33:34,11122,2011-11-09 14:33:34,11122,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,114.0
A_ACCEPTED,183471,25000,2011-11-09 14:37:44,11122,2011-11-09 14:37:44,11122,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,250.0
A_FINALIZED,183471,25000,2011-11-09 14:44:03,11122,2011-11-09 14:44:03,11122,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,379.0
A_ACTIVATED,183471,25000,2011-12-27 14:06:51,10809,2011-12-27 14:06:51,10809,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,4144968.0
A_APPROVED,183471,25000,2011-12-27 14:06:51,10809,2011-12-27 14:06:51,10809,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,4144968.0
A_SUBMITTED,183483,7500,2011-11-09 15:11:47,112,2011-11-09 15:11:47,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PARTLYSUBMITTED,183483,7500,2011-11-09 15:11:50,112,2011-11-09 15:11:50,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,3.0
A_PREACCEPTED,183483,7500,2011-11-09 15:12:43,112,2011-11-09 15:12:43,112,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,53.0
A_ACCEPTED,183483,7500,2011-11-09 16:02:09,10880,2011-11-09 16:02:09,10880,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,2966.0
A_FINALIZED,183483,7500,2011-11-09 16:06:35,10880,2011-11-09 16:06:35,10880,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,266.0
A_ACTIVATED,183483,7500,2011-11-25 10:41:43,10138,2011-11-25 10:41:43,10138,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,1362908.0
A_APPROVED,183483,7500,2011-11-25 10:41:43,10138,2011-11-25 10:41:43,10138,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,1362908.0
A_SUBMITTED,183486,25000,2011-11-09 15:16:11,112,2011-11-09 15:16:11,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PARTLYSUBMITTED,183486,25000,2011-11-09 15:16:13,112,2011-11-09 15:16:13,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,2.0
A_PREACCEPTED,183486,25000,2011-11-09 15:23:20,10972,2011-11-09 15:23:20,10972,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,427.0
A_ACCEPTED,183486,25000,2011-11-09 15:24:15,10972,2011-11-09 15:24:15,10972,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,55.0
A_FINALIZED,183486,25000,2011-11-09 15:25:27,10972,2011-11-09 15:25:27,10972,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,72.0
A_ACTIVATED,183486,25000,2011-11-10 08:49:07,10972,2011-11-10 08:49:07,10972,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,62620.0
A_APPROVED,183486,25000,2011-11-10 08:49:07,10972,2011-11-10 08:49:07,10972,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,62620.0
A_PARTLYSUBMITTED,183489,5000,2011-11-09 15:24:01,112,2011-11-09 15:24:01,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,0.0
A_SUBMITTED,183489,5000,2011-11-09 15:24:01,112,2011-11-09 15:24:01,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PREACCEPTED,183489,5000,2011-11-09 15:24:57,112,2011-11-09 15:24:57,112,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,56.0
A_ACCEPTED,183489,5000,2011-11-09 16:26:26,10880,2011-11-09 16:26:26,10880,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,3689.0
A_FINALIZED,183489,5000,2011-11-09 16:30:11,10880,2011-11-09 16:30:11,10880,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,225.0
A_ACTIVATED,183489,5000,2012-01-09 09:14:44,10972,2012-01-09 09:14:44,10972,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,5244273.0
A_APPROVED,183489,5000,2012-01-09 09:14:44,10972,2012-01-09 09:14:44,10972,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,5244273.0
A_SUBMITTED,183495,15000,2011-11-09 15:40:30,112,2011-11-09 15:40:30,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PARTLYSUBMITTED,183495,15000,2011-11-09 15:40:31,112,2011-11-09 15:40:31,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,1.0
A_PREACCEPTED,183495,15000,2011-11-09 15:41:30,112,2011-11-09 15:41:30,112,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,59.0
A_ACCEPTED,183495,15000,2011-11-09 15:46:38,10861,2011-11-09 15:46:38,10861,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,308.0
A_FINALIZED,183495,15000,2011-11-09 15:47:08,10861,2011-11-09 15:47:08,10861,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,30.0
A_ACTIVATED,183495,15000,2011-12-02 13:22:22,10138,2011-12-02 13:22:22,10138,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,1978514.0
A_APPROVED,183495,15000,2011-12-02 13:22:22,10138,2011-12-02 13:22:22,10138,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,1978514.0
A_PARTLYSUBMITTED,183504,48287,2011-11-09 15:51:01,112,2011-11-09 15:51:01,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,0.0
A_SUBMITTED,183504,48287,2011-11-09 15:51:01,112,2011-11-09 15:51:01,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PREACCEPTED,183504,48287,2011-11-09 15:51:40,112,2011-11-09 15:51:40,112,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,39.0
A_ACCEPTED,183504,48287,2011-11-09 19:14:38,11122,2011-11-09 19:14:38,11122,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,12178.0
A_FINALIZED,183504,48287,2011-11-09 19:17:13,11122,2011-11-09 19:17:13,11122,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,155.0
A_ACTIVATED,183504,48287,2011-11-18 10:20:55,10972,2011-11-18 10:20:55,10972,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,745422.0
A_APPROVED,183504,48287,2011-11-18 10:20:55,10972,2011-11-18 10:20:55,10972,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,745422.0
A_PARTLYSUBMITTED,183510,30000,2011-11-09 16:06:46,112,2011-11-09 16:06:46,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,0.0
A_SUBMITTED,183510,30000,2011-11-09 16:06:46,112,2011-11-09 16:06:46,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PREACCEPTED,183510,30000,2011-11-09 16:11:04,11122,2011-11-09 16:11:04,11122,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,258.0
A_ACCEPTED,183510,30000,2011-11-11 14:14:08,10971,2011-11-11 14:14:08,10971,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,165784.0
A_FINALIZED,183510,30000,2011-11-11 14:14:49,10971,2011-11-11 14:14:49,10971,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,41.0
A_ACTIVATED,183510,30000,2011-12-02 07:28:08,10809,2011-12-02 07:28:08,10809,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,1789999.0
A_APPROVED,183510,30000,2011-12-02 07:28:08,10809,2011-12-02 07:28:08,10809,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,1789999.0
A_PARTLYSUBMITTED,183528,34297,2011-11-09 17:09:58,112,2011-11-09 17:09:58,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,0.0
A_SUBMITTED,183528,34297,2011-11-09 17:09:58,112,2011-11-09 17:09:58,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PREACCEPTED,183528,34297,2011-11-09 17:10:57,11119,2011-11-09 17:10:57,11119,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,59.0
A_ACCEPTED,183528,34297,2011-11-09 17:17:56,11119,2011-11-09 17:17:56,11119,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,419.0
A_FINALIZED,183528,34297,2011-11-09 17:23:11,11119,2011-11-09 17:23:11,11119,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,315.0
A_ACTIVATED,183528,34297,2011-11-18 13:22:12,10972,2011-11-18 13:22:12,10972,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,763141.0
A_APPROVED,183528,34297,2011-11-18 13:22:12,10972,2011-11-18 13:22:12,10972,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,763141.0
A_SUBMITTED,183555,6000,2011-11-09 18:47:53,112,2011-11-09 18:47:53,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PARTLYSUBMITTED,183555,6000,2011-11-09 18:47:54,112,2011-11-09 18:47:54,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,1.0
A_PREACCEPTED,183555,6000,2011-11-09 18:48:29,112,2011-11-09 18:48:29,112,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,35.0
A_ACCEPTED,183555,6000,2011-11-10 19:10:04,11181,2011-11-10 19:10:04,11181,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,87695.0
A_FINALIZED,183555,6000,2011-11-10 19:14:33,11181,2011-11-10 19:14:33,11181,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,269.0
A_ACTIVATED,183555,6000,2011-11-15 10:34:44,10972,2011-11-15 10:34:44,10972,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,400811.0
A_APPROVED,183555,6000,2011-11-15 10:34:44,10972,2011-11-15 10:34:44,10972,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,400811.0
A_PARTLYSUBMITTED,183558,15000,2011-11-09 18:55:23,112,2011-11-09 18:55:23,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,0.0
A_SUBMITTED,183558,15000,2011-11-09 18:55:23,112,2011-11-09 18:55:23,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PREACCEPTED,183558,15000,2011-11-09 18:56:07,112,2011-11-09 18:56:07,112,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,44.0
A_ACCEPTED,183558,15000,2011-11-09 20:48:40,11181,2011-11-09 20:48:40,11181,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,6753.0
A_FINALIZED,183558,15000,2011-11-09 20:53:09,11181,2011-11-09 20:53:09,11181,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,269.0
A_ACTIVATED,183558,15000,2011-11-28 13:49:00,10972,2011-11-28 13:49:00,10972,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,1616151.0
A_APPROVED,183558,15000,2011-11-28 13:49:00,10972,2011-11-28 13:49:00,10972,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,1616151.0
A_PARTLYSUBMITTED,183579,10000,2011-11-09 19:51:02,112,2011-11-09 19:51:02,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,0.0
A_SUBMITTED,183579,10000,2011-11-09 19:51:02,112,2011-11-09 19:51:02,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PREACCEPTED,183579,10000,2011-11-09 19:51:46,112,2011-11-09 19:51:46,112,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,44.0
A_ACCEPTED,183579,10000,2011-11-09 19:55:55,11169,2011-11-09 19:55:55,11169,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,249.0
A_FINALIZED,183579,10000,2011-11-09 19:59:53,11169,2011-11-09 19:59:53,11169,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,238.0
A_ACTIVATED,183579,10000,2011-11-29 10:35:52,10138,2011-11-29 10:35:52,10138,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,1694159.0
A_APPROVED,183579,10000,2011-11-29 10:35:52,10138,2011-11-29 10:35:52,10138,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,1694159.0
A_PARTLYSUBMITTED,183594,7500,2011-11-09 20:43:26,112,2011-11-09 20:43:26,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,0.0
A_SUBMITTED,183594,7500,2011-11-09 20:43:26,112,2011-11-09 20:43:26,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PREACCEPTED,183594,7500,2011-11-09 20:44:01,112,2011-11-09 20:44:01,112,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,35.0
A_ACCEPTED,183594,7500,2011-11-10 14:28:46,11169,2011-11-10 14:28:46,11169,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,63885.0
A_FINALIZED,183594,7500,2011-11-10 14:35:48,11169,2011-11-10 14:35:48,11169,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,422.0
A_ACTIVATED,183594,7500,2011-11-21 11:25:38,10629,2011-11-21 11:25:38,10629,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,938990.0
A_APPROVED,183594,7500,2011-11-21 11:25:38,10629,2011-11-21 11:25:38,10629,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,938990.0
A_PARTLYSUBMITTED,183606,6500,2011-11-09 21:25:22,112,2011-11-09 21:25:22,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,0.0
A_SUBMITTED,183606,6500,2011-11-09 21:25:22,112,2011-11-09 21:25:22,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PREACCEPTED,183606,6500,2011-11-09 21:26:04,112,2011-11-09 21:26:04,112,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,42.0
A_ACCEPTED,183606,6500,2011-11-11 12:25:56,11121,2011-11-11 12:25:56,11121,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,140392.0
A_FINALIZED,183606,6500,2011-11-11 12:26:38,11121,2011-11-11 12:26:38,11121,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,42.0
A_ACTIVATED,183606,6500,2011-12-05 17:30:03,10972,2011-12-05 17:30:03,10972,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,2091805.0
A_APPROVED,183606,6500,2011-12-05 17:30:03,10972,2011-12-05 17:30:03,10972,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,2091805.0
A_SUBMITTED,183609,10000,2011-11-09 21:43:02,112,2011-11-09 21:43:02,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PARTLYSUBMITTED,183609,10000,2011-11-09 21:43:03,112,2011-11-09 21:43:03,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,1.0
A_PREACCEPTED,183609,10000,2011-11-09 21:43:44,112,2011-11-09 21:43:44,112,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,41.0
A_ACCEPTED,183609,10000,2011-11-10 19:35:12,11181,2011-11-10 19:35:12,11181,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,78688.0
A_FINALIZED,183609,10000,2011-11-10 19:39:08,11181,2011-11-10 19:39:08,11181,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,236.0
A_ACTIVATED,183609,10000,2011-11-18 12:30:54,10809,2011-11-18 12:30:54,10809,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,665506.0
A_APPROVED,183609,10000,2011-11-18 12:30:54,10809,2011-11-18 12:30:54,10809,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,665506.0
A_SUBMITTED,183622,40000,2011-11-09 22:30:24,112,2011-11-09 22:30:24,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PARTLYSUBMITTED,183622,40000,2011-11-09 22:30:25,112,2011-11-09 22:30:25,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,1.0
A_PREACCEPTED,183622,40000,2011-11-09 22:31:08,112,2011-11-09 22:31:08,112,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,43.0
A_ACCEPTED,183622,40000,2011-11-10 11:28:56,11120,2011-11-10 11:28:56,11120,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,46668.0
A_FINALIZED,183622,40000,2011-11-10 11:31:30,11120,2011-11-10 11:31:30,11120,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,154.0
A_ACTIVATED,183622,40000,2012-01-05 10:52:07,10138,2012-01-05 10:52:07,10138,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,4836037.0
A_APPROVED,183622,40000,2012-01-05 10:52:07,10138,2012-01-05 10:52:07,10138,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,4836037.0
A_SUBMITTED,183643,5000,2011-11-09 23:09:20,112,2011-11-09 23:09:20,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PARTLYSUBMITTED,183643,5000,2011-11-09 23:09:21,112,2011-11-09 23:09:21,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,1.0
A_PREACCEPTED,183643,5000,2011-11-09 23:10:05,112,2011-11-09 23:10:05,112,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,44.0
A_ACCEPTED,183643,5000,2011-11-10 10:01:55,11200,2011-11-10 10:01:55,11200,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,39110.0
A_FINALIZED,183643,5000,2011-11-10 10:03:56,11200,2011-11-10 10:03:56,11200,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,121.0
A_ACTIVATED,183643,5000,2011-11-17 13:02:24,10609,2011-11-17 13:02:24,10609,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,615508.0
A_APPROVED,183643,5000,2011-11-17 13:02:24,10609,2011-11-17 13:02:24,10609,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,615508.0
A_SUBMITTED,183679,5000,2011-11-10 06:42:15,112,2011-11-10 06:42:15,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PARTLYSUBMITTED,183679,5000,2011-11-10 06:42:20,112,2011-11-10 06:42:20,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,5.0
A_PREACCEPTED,183679,5000,2011-11-10 06:43:02,112,2011-11-10 06:43:02,112,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,42.0
A_ACCEPTED,183679,5000,2011-11-10 10:50:31,11200,2011-11-10 10:50:31,11200,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,14849.0
A_FINALIZED,183679,5000,2011-11-10 10:54:05,11200,2011-11-10 10:54:05,11200,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,214.0
A_ACTIVATED,183679,5000,2011-11-25 10:44:54,10629,2011-11-25 10:44:54,10629,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,1295449.0
A_APPROVED,183679,5000,2011-11-25 10:44:54,10629,2011-11-25 10:44:54,10629,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,1295449.0
A_PARTLYSUBMITTED,183703,6000,2011-11-10 09:36:18,112,2011-11-10 09:36:18,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,0.0
A_SUBMITTED,183703,6000,2011-11-10 09:36:18,112,2011-11-10 09:36:18,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PREACCEPTED,183703,6000,2011-11-10 09:37:05,112,2011-11-10 09:37:05,112,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,47.0
A_ACCEPTED,183703,6000,2011-11-10 11:54:52,11200,2011-11-10 11:54:52,11200,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,8267.0
A_FINALIZED,183703,6000,2011-11-10 11:56:55,11200,2011-11-10 11:56:55,11200,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,123.0
A_ACTIVATED,183703,6000,2011-11-24 14:51:02,10629,2011-11-24 14:51:02,10629,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,1220047.0
A_APPROVED,183703,6000,2011-11-24 14:51:02,10629,2011-11-24 14:51:02,10629,0.0,a,approve,approve,<NO_DESC>,a_approve,1,approve,1220047.0
A_PARTLYSUBMITTED,183721,3500,2011-11-10 10:10:04,112,2011-11-10 10:10:04,112,0.0,a,submit_partial,submit,partial,a_submit_partial,7,approve,0.0
A_SUBMITTED,183721,3500,2011-11-10 10:10:04,112,2011-11-10 10:10:04,112,0.0,a,submit,submit,<NO_DESC>,a_submit,6,approve,0.0
A_PREACCEPTED,183721,3500,2011-11-10 10:10:45,112,2011-11-10 10:10:45,112,0.0,a,accept_pre,accept,pre,a_accept_pre,6,approve,41.0
A_ACCEPTED,183721,3500,2011-11-10 10:20:49,11189,2011-11-10 10:20:49,11189,0.0,a,accept,accept,<NO_DESC>,a_accept,5,approve,604.0
A_FINALIZED,183721,3500,2011-11-10 10:21:35,11189,2011-11-10 10:21:35,11189,0.0,a,finalize,finalize,<NO_DESC>,a_finalize,4,approve,46.0
A_ACTIVATED,183721,3500,2011-11-17 15:52:23,10609,2011-11-17 15:52:23,10609,0.0,a,activate,activate,<NO_DESC>,a_activate,3,approve,624648.0
